wvl,refl
0.4,0.01663819395723793
0.40100250626566414,0.01716859961622952
0.40200501253132837,0.017360116290692694
0.4030075187969925,0.019316865827947834
0.40401002506265665,0.01870555962544396
0.4050125313283208,0.021299228600951025
0.406015037593985,0.0209562147012208
0.40701754385964917,0.023216704443030835
0.4080200501253133,0.024101983171075807
0.40902255639097745,0.025529978641221213
0.4100250626566416,0.028000913472440176
0.41102756892230574,0.028908405486084685
0.41203007518796997,0.032680221366187055
0.4130325814536341,0.03409387377915927
0.4140350877192982,0.03867264875354118
0.4150375939849624,0.041987782734409805
0.4160401002506266,0.047402076363666286
0.4170426065162907,0.05423055820623626
0.41804511278195494,0.06199294977491058
0.41904761904761906,0.0749680804677126
0.4200501253132832,0.09006636736600422
0.4210526315789474,0.11688117265019805
0.42205513784461157,0.15584697247847082
0.42305764411027574,0.22835585313024206
0.4240601503759398,0.35607395834617256
0.42506265664160403,0.5295515935927094
0.42606516290726815,0.4629734060050751
0.4270676691729323,0.21927338268233684
0.4280701754385965,0.08785951073146592
0.4290726817042606,0.03535960804566969
0.4300751879699248,0.011537688360285275
0.431077694235589,0.00020676579891445022
0.4320802005012531,0.004022487543933373
0.4330827067669173,0.0435159455334469
0.43408521303258146,0.0510441311560818
0.43508771929824563,0.04272009105216486
0.43609022556390975,0.04109472447872261
0.437092731829574,0.044735128064012177
0.4380952380952381,0.048827072565900874
0.43909774436090226,0.05355316286473656
0.4401002506265664,0.05704940462411425
0.4411027568922306,0.05869218856561389
0.4421052631578947,0.05988662845252551
0.4431077694235589,0.059153062614361825
0.44411027568922307,0.05956058785620979
0.4451127819548871,0.05858790823967387
0.44611528822055135,0.05917619854133253
0.4471177944862156,0.0589522630234588
0.4481203007518797,0.05968365283693414
0.44912280701754387,0.06029737734478669
0.45012531328320804,0.06090363560062918
0.4511278195488722,0.062042833817644145
0.4521303258145363,0.06241347685350478
0.4531328320802006,0.06365972899209611
0.45413533834586467,0.06389157516806822
0.45513784461152884,0.0649157810574404
0.456140350877193,0.06520157083897535
0.4571428571428572,0.06586484393436177
0.4581453634085213,0.06635000777831569
0.4591478696741855,0.06670489802481414
0.4601503759398496,0.06740806352978626
0.46115288220551376,0.06762828700007527
0.46215538847117793,0.06845630645641054
0.46315789473684216,0.0687382857488279
0.4641604010025063,0.06956137594761319
0.4651629072681704,0.07003950408934968
0.4661654135338346,0.07076807308722873
0.46716791979949873,0.07147369268146862
0.4681704260651629,0.07209532151591982
0.469172932330827,0.07296748028624357
0.47017543859649125,0.07353575703841024
0.47117794486215536,0.0744682684814216
0.47218045112781953,0.07506209573355942
0.4731829573934837,0.07595838904458811
0.4741854636591479,0.07663959701669626
0.47518796992481205,0.07744995368053736
0.47619047619047616,0.07823971563237196
0.47719298245614034,0.07896984379299295
0.4781954887218045,0.07984919566439364
0.4791979949874687,0.08054458854776195
0.48020050125313285,0.08147169702873042
0.4812030075187969,0.0821912767173572
0.4822055137844612,0.08312308666450786
0.4832080200501253,0.08391523672386397
0.4842105263157895,0.0848239389157479
0.48521303258145376,0.08571230822566911
0.4862155388471178,0.08659278330109917
0.48721804511278194,0.08757288805227277
0.48822055137844617,0.08844183004264249
0.4892230576441103,0.08948636160716905
0.49022556390977445,0.09037501635758795
0.49122807017543857,0.09144490625976226
0.4922305764411028,0.09238773902868948
0.4932330827067669,0.0934464942416838
0.49423558897243114,0.09446794611165227
0.49523809523809526,0.09549574187175501
0.4962406015037594,0.09659919302100711
0.4972431077694235,0.09760168532089654
0.49824561403508766,0.09876569599104763
0.4992481203007519,0.09977289220124623
0.5002506265664161,0.100958265175118
0.5012531328320802,0.1020117098634385
0.5022556390977444,0.10317846441887682
0.5032581453634085,0.1043111599090995
0.5042606516290726,0.10543829288533414
0.505263157894737,0.10665663401316318
0.506265664160401,0.10775444721600048
0.5072681704260651,0.10903233996506811
0.5082706766917293,0.11013927606306938
0.5092731829573934,0.11142921828686018
0.5102756892230577,0.11259284618459878
0.5112781954887218,0.11384970189784166
0.5122807017543859,0.1151006582917768
0.5132832080200501,0.1163058605273716
0.5142857142857143,0.1176387773978781
0.5152882205513785,0.11881117330237843
0.5162907268170426,0.12018405582280538
0.5172932330827068,0.12136998282153916
0.5182957393483709,0.12272390040005314
0.519298245614035,0.12397062115425204
0.5203007518796993,0.12525989241104465
0.5213032581453635,0.1265865000788418
0.5223057644110276,0.12780267689038377
0.5233082706766917,0.12918521996074267
